artist,song,duration_ms,year,top half,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,explicit,explicity binary
Miguel,Sure Thing,195373,2010,1,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,"pop, R&B",False,0
Diddy - Dirty Money,Coming Home,238693,2010,1,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,"hip hop, pop, R&B",False,0
Rihanna,What's My Name?,263173,2010,1,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,"hip hop, pop, R&B",False,0
Chris Brown,Beautiful People,225881,2019,0,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,"hip hop, pop, R&B",False,0
Avril Lavigne,What the Hell,220706,2011,1,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,pop,False,0
Professor Green,Read All About It,235735,2011,0,0.656,0.752,11,-5.522,0,0.0434,0.336,0.0,0.223,0.445,100.963,Dance/Electronic,True,1
Chase & Status,Blind Faith,233666,2011,1,0.45,0.846,9,-4.712,0,0.0472,0.00523,0.0,0.228,0.402,140.042,Dance/Electronic,False,0
Chip,Champion (feat. Chris Brown),237293,2011,0,0.415,0.934,6,-2.914,0,0.24,0.078,0.0,0.145,0.52,190.151,"hip hop, Dance/Electronic",True,1
Selena Gomez & The Scene,Who Says,195613,2011,1,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,"pop, Dance/Electronic",False,0
Rizzle Kicks,Down With The Trumpets,186851,2011,1,0.753,0.88,4,-4.689,0,0.0806,0.087,0.0,0.24,0.794,115.057,hip hop,False,0
Lady Gaga,Born This Way,260253,2011,1,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,pop,False,0
Nicki Minaj,Super Bass,200013,2010,0,0.72,0.861,11,-4.339,1,0.209,0.269,5.11e-06,0.601,0.669,126.991,"hip hop, pop",True,1
Mac Miller,Donald Trump,165908,2011,1,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994,hip hop,True,1
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222186,2012,1,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,"hip hop, pop, Dance/Electronic",False,0
David Guetta,Without You (feat. Usher),208133,2012,1,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,"hip hop, pop, Dance/Electronic",False,0
Foster The People,Pumped Up Kicks,239600,2011,1,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,"rock, pop",False,0
Drake,Headlines,235986,2011,1,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,"hip hop, pop, R&B",True,1
Jessie J,Price Tag,223053,2011,1,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,"hip hop, pop",False,0
Jason Aldean,Dirt Road Anthem,229413,2010,0,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.116,0.658,127.037,country,False,0
Wiz Khalifa,Roll Up,227773,2011,1,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,"hip hop, pop",True,1
OneRepublic,Good Life,253306,2009,1,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,pop,True,1
Bad Meets Evil,Lighters,303813,2011,1,0.676,0.695,0,-8.327,1,0.245,0.352,0.0,0.119,0.144,90.268,"hip hop, pop",True,1
Bruno Mars,The Lazy Song,189109,2010,1,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,pop,False,0
Lupe Fiasco,The Show Goes On,239613,2011,1,0.591,0.889,7,-3.839,1,0.115,0.0189,0.0,0.155,0.65,143.067,"hip hop, pop",True,1
James Morrison,I Won't Let You Go,229303,2011,1,0.537,0.611,0,-6.427,1,0.0304,0.229,0.0,0.146,0.161,105.955,"pop, R&B",False,0
Jason Derulo,It Girl,192200,2011,1,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,"hip hop, pop",False,0
Adele,Someone Like You,285240,2011,0,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,"pop, R&B",False,0
Red Hot Chili Peppers,The Adventures of Rain Dance Maggie,282400,2011,1,0.683,0.734,4,-4.523,0,0.029,0.00112,0.0139,0.258,0.576,106.254,rock,False,0
Keri Hilson,Pretty Girl Rock,243920,2010,1,0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,"pop, R&B",False,0
P!nk,F**kin' Perfect,213413,2010,1,0.563,0.671,7,-4.788,1,0.0373,0.0422,0.0,0.36,0.45,91.964,pop,True,1
Blake Shelton,Honey Bee,210720,2011,0,0.481,0.849,4,-5.131,1,0.0385,0.00167,1.49e-06,0.121,0.723,205.57,country,False,0
Lady Gaga,The Edge Of Glory,320546,2011,1,0.583,0.768,9,-6.477,1,0.041,0.000323,0.0162,0.109,0.357,127.952,pop,False,0
Lady A,Just A Kiss,218840,2011,1,0.593,0.639,1,-5.826,1,0.0307,0.446,0.0,0.0998,0.332,142.881,"pop, country",False,0
Hot Chelle Rae,Tonight Tonight,200466,2011,1,0.686,0.783,4,-4.977,1,0.119,0.0764,0.0,0.163,0.814,99.978,"hip hop, pop, rock",False,0
Grouplove,Tongue Tied,218013,2011,1,0.56,0.936,3,-5.835,1,0.0439,0.00847,0.0,0.161,0.371,112.96,"pop, rock, Folk/Acoustic",False,0
Coldplay,Every Teardrop Is a Waterfall,240796,2011,1,0.425,0.732,9,-6.883,1,0.0396,0.00194,0.0103,0.171,0.333,117.98,"rock, pop",False,0
Beyoncé,Best Thing I Never Had,253746,2011,1,0.545,0.649,6,-4.062,1,0.0324,0.143,1.57e-05,0.0894,0.297,99.099,"pop, R&B",False,0
P!nk,Raise Your Glass,202960,2010,1,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,pop,True,1
Christina Perri,Jar of Hearts,246587,2011,1,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,pop,False,0
Bruno Mars,Marry You,230192,2010,1,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,pop,False,0
The Band Perry,If I Die Young,222773,2010,1,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,country,False,0
Lil Wayne,How To Love,240306,2011,0,0.644,0.661,11,-6.093,1,0.0418,0.000177,5.23e-06,0.108,0.272,153.992,"hip hop, pop",False,0
Charlene Soraia,Wherever You Will Go,197577,2011,1,0.597,0.115,9,-9.217,1,0.0334,0.82,0.000215,0.111,0.128,111.202,pop,False,0
Christina Perri,A Thousand Years,285120,2011,1,0.421,0.407,10,-7.445,1,0.0267,0.309,0.000961,0.11,0.161,139.028,pop,False,0
Rihanna,We Found Love,215226,2011,1,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B",False,0
Carly Rae Jepsen,Call Me Maybe,193400,2012,1,0.783,0.58,7,-6.548,1,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,"pop, Dance/Electronic",False,0
fun.,We Are Young (feat. Janelle Monáe),250626,2012,1,0.378,0.638,10,-5.576,1,0.075,0.02,7.66e-05,0.0849,0.735,184.086,"rock, pop",False,0
Sean Paul,She Doesn't Mind,227786,2012,1,0.718,0.776,7,-5.208,0,0.0693,0.000624,5.3e-06,0.207,0.622,120.015,"hip hop, pop",False,0
Pitbull,International Love (feat. Chris Brown),227280,2011,1,0.67,0.855,0,-3.035,0,0.0499,0.0124,0.0,0.335,0.648,120.05,"hip hop, pop, latin",False,0
DEV,In The Dark,226226,2012,0,0.736,0.824,8,-4.231,1,0.0672,0.00358,0.000921,0.329,0.443,124.954,"pop, Dance/Electronic",False,0
Adele,Skyfall,286480,2012,1,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,"pop, R&B",False,0
David Guetta,Turn Me On (feat. Nicki Minaj),199680,2012,1,0.704,0.793,8,-2.266,1,0.0591,0.0488,0.0,0.575,0.412,127.96,"hip hop, pop, Dance/Electronic",False,0
Rihanna,Where Have You Been,242680,2011,1,0.719,0.847,0,-6.34,0,0.0916,0.00201,0.0204,0.223,0.444,127.963,"hip hop, pop, R&B",False,0
JAY-Z,Ni**as In Paris,219333,2011,1,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022,hip hop,True,1
Maroon 5,One More Night,219546,2012,1,0.716,0.821,5,-3.435,0,0.0314,0.0558,0.0,0.0844,0.618,92.997,pop,False,0
Skrillex,Bangarang (feat. Sirah),215253,2011,1,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,"hip hop, pop, Dance/Electronic",True,1
The Wanted,Chasing The Sun,198800,2012,1,0.637,0.732,7,-6.209,0,0.0965,0.244,0.0,0.498,0.68,128.108,"pop, Dance/Electronic",False,0
Flo Rida,Whistle,224653,2012,1,0.747,0.937,0,-5.746,1,0.0453,0.0208,0.0,0.29,0.739,103.976,"hip hop, pop",False,0
will.i.am,This Is Love,279026,2013,1,0.535,0.796,0,-3.446,0,0.0445,0.00473,0.0,0.145,0.282,128.954,"hip hop, pop",False,0
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,2012,1,0.492,0.857,7,-2.634,1,0.0655,0.0841,7.82e-06,0.344,0.393,129.973,"hip hop, pop, Dance/Electronic",False,0
Nicki Minaj,Pound The Alarm,205640,2012,1,0.728,0.858,9,-3.686,1,0.0609,0.0403,4.09e-06,0.0241,0.591,125.055,"hip hop, pop",True,1
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,2012,1,0.716,0.485,1,-7.745,1,0.404,0.123,2.69e-05,0.604,0.26,74.132,hip hop,True,1
MARINA,Primadonna,221075,2012,1,0.66,0.689,4,-2.671,0,0.0337,0.0884,0.0,0.0922,0.427,127.98,"pop, Dance/Electronic",False,0
Kanye West,Mercy,329320,2012,1,0.563,0.496,6,-9.381,0,0.406,0.0685,5.8e-05,0.173,0.426,139.993,hip hop,True,1
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,2012,1,0.524,0.972,4,-1.569,0,0.0431,0.00656,0.00058,0.224,0.476,175.017,"pop, Dance/Electronic",False,0
LMFAO,Sexy And I Know It,199480,2011,1,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic",False,0
PSY,Gangnam Style (강남스타일),219493,2012,1,0.727,0.937,11,-2.871,0,0.286,0.00417,0.0,0.091,0.749,132.067,pop,False,0
Kesha,Die Young,211920,2012,1,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,"pop, Dance/Electronic",False,0
Usher,Scream,234693,2012,1,0.616,0.862,7,-5.18,0,0.0973,0.00117,0.0,0.179,0.569,127.992,"hip hop, pop, R&B",False,0
Olly Murs,Troublemaker (feat. Flo Rida),185586,2012,0,0.762,0.863,0,-3.689,0,0.0565,0.015,0.0,0.125,0.965,106.008,"pop, Dance/Electronic",False,0
Linkin Park,BURN IT DOWN,230253,2012,1,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,"rock, metal",False,0
Bruno Mars,Locked out of Heaven,233478,2012,1,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,pop,False,0
Avicii,Levels - Radio Edit,199906,2011,1,0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,"pop, Dance/Electronic",False,0
Flo Rida,Good Feeling,248133,2012,1,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,"hip hop, pop",False,0
Rihanna,Diamonds,225146,2012,1,0.564,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,"hip hop, pop, R&B",False,0
Wiz Khalifa,"Work Hard, Play Hard",219026,2012,1,0.787,0.666,11,-4.475,1,0.0485,0.0409,1.91e-05,0.296,0.485,140.008,"hip hop, pop",True,1
Katy Perry,Part Of Me,216160,2012,1,0.678,0.918,5,-4.63,1,0.0355,0.000417,0.0,0.0744,0.769,130.028,pop,False,0
Nicki Minaj,Starships,210626,2012,1,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,"hip hop, pop",True,1
Kendrick Lamar,m.A.A.d city,350120,2012,1,0.487,0.729,2,-6.815,1,0.271,0.0538,4.07e-06,0.44,0.217,91.048,hip hop,True,1
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,2012,0,0.821,0.676,3,-6.366,0,0.0547,0.187,0.0001,0.0927,0.559,119.012,pop,False,0
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,2011,1,0.578,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,"rock, pop, Dance/Electronic",False,0
Azealia Banks,212,204956,2014,0,0.847,0.769,11,-5.761,0,0.258,0.0145,0.00012,0.0767,0.626,126.017,"hip hop, pop, R&B",True,1
Maroon 5,Payphone,231173,2012,1,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,pop,True,1
James Arthur,Impossible,209440,2013,1,0.376,0.695,0,-4.782,0,0.0933,0.135,0.0,0.11,0.302,169.533,pop,False,0
Michel Teló,Ai Se Eu Te Pego - Live,166866,2012,0,0.676,0.935,11,-4.55,1,0.0692,0.357,0.0,0.853,0.85,96.055,"country, latin",False,0
Otto Knows,Million Voices - Radio Edit,192866,2012,0,0.582,0.894,8,-6.298,1,0.041,0.0022,0.0223,0.0664,0.0694,125.946,"pop, Dance/Electronic",False,0
Icona Pop,I Love It,156773,2012,0,0.71,0.901,1,-2.686,1,0.0296,0.00828,1.34e-05,0.172,0.86,125.953,"pop, Dance/Electronic",True,1
Tyga,Rack City,203200,2012,1,0.929,0.339,1,-10.881,1,0.371,0.0373,1.96e-05,0.187,0.273,98.986,"hip hop, pop",True,1
Calvin Harris,Feel So Close - Radio Edit,206413,2012,1,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,"hip hop, pop, Dance/Electronic",False,0
Jennifer Lopez,Dance Again,237266,2012,0,0.797,0.867,11,-5.242,0,0.0696,0.0158,2.79e-06,0.0868,0.716,127.974,"hip hop, pop, R&B",False,0
Grimes,Oblivion,251266,2012,0,0.697,0.529,2,-8.838,1,0.0338,0.115,0.901,0.0895,0.486,155.974,"pop, rock, Dance/Electronic",False,0
Adele,Rumour Has It,223266,2011,0,0.612,0.748,0,-5.014,1,0.0445,0.617,0.0,0.167,0.574,120.052,"pop, R&B",False,0
Coldplay,Paradise,278719,2011,1,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,"rock, pop",False,0
Chris Brown,Turn Up the Music,227973,2012,1,0.594,0.841,1,-5.792,1,0.102,0.000238,2.22e-06,0.156,0.643,129.925,"hip hop, pop, R&B",False,0
Frank Ocean,Lost,234093,2012,1,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,"hip hop, pop, R&B",True,1
Calvin Harris,Let's Go (feat. Ne-Yo),232800,2012,1,0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,"hip hop, pop, Dance/Electronic",False,0
The Script,Hall of Fame (feat. will.i.am),202533,2012,1,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,"pop, rock",False,0
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,2012,1,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,"pop, Dance/Electronic",False,0
MARINA,How to Be a Heartbreaker,221493,2012,0,0.69,0.897,11,-4.696,0,0.0506,0.0142,0.0,0.108,0.849,140.05,"pop, Dance/Electronic",False,0
Justin Bieber,Boyfriend,171333,2012,1,0.717,0.55,10,-6.019,0,0.0519,0.0358,0.00198,0.126,0.331,96.979,pop,False,0
David Guetta,Titanium (feat. Sia),245040,2012,1,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,"hip hop, pop, Dance/Electronic",False,0
Jessie J,Domino,231840,2011,1,0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,"hip hop, pop",False,0
Taylor Swift,I Knew You Were Trouble.,219720,2012,1,0.622,0.469,3,-6.798,0,0.0363,0.00454,2.25e-06,0.0335,0.679,77.019,pop,False,0
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,2012,1,0.646,0.784,1,-7.471,0,0.108,0.0166,0.0,0.0721,0.179,127.839,"hip hop, pop",True,1
P!nk,Try,247906,2012,1,0.674,0.628,2,-7.079,1,0.03,0.00144,0.0,0.0944,0.552,103.998,pop,False,0
Robbie Williams,Candy,201053,2012,1,0.715,0.791,10,-6.63,1,0.0414,0.0368,0.0,0.0694,0.879,116.043,"pop, rock",False,0
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333,2011,1,0.715,0.655,0,-6.425,1,0.137,0.0525,0.0,0.115,0.531,95.078,"hip hop, pop",True,1
Justin Bieber,As Long As You Love Me,229466,2012,1,0.571,0.873,0,-3.382,0,0.1,0.0811,0.0,0.361,0.613,139.691,pop,False,0
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,2012,0,0.603,0.831,11,-3.443,0,0.0479,0.027,0.0,0.652,0.358,72.022,"hip hop, pop, Dance/Electronic",False,0
Alex Clare,Too Close,256613,2011,1,0.588,0.694,11,-4.278,0,0.0387,0.00948,0.0,0.113,0.271,126.027,rock,False,0
Tyga,Faded,206666,2012,1,0.831,0.667,1,-8.438,1,0.188,0.0103,0.0,0.35,0.339,95.073,"hip hop, pop",True,1
Alesso,Years - ラジオ・エディット,195480,2012,0,0.37,0.823,2,-6.245,1,0.0805,0.00234,1.91e-06,0.174,0.323,128.008,"pop, Dance/Electronic",False,0
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,2012,0,0.61,0.863,5,-2.632,0,0.206,0.186,0.0,0.097,0.508,83.993,pop,False,0
Katy Perry,The One That Got Away,227333,2012,1,0.687,0.792,1,-4.023,0,0.0353,0.000802,0.0,0.2,0.864,133.962,pop,False,0
Avicii,Silhouettes - Original Radio Edit,211880,2012,0,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,"pop, Dance/Electronic",False,0
Gotye,Somebody That I Used To Know,244884,2011,1,0.863,0.527,0,-6.896,1,0.0358,0.607,0.000168,0.107,0.674,129.054,set(),False,0
Flo Rida,Wild Ones (feat. Sia),232946,2012,1,0.608,0.86,5,-5.324,0,0.0554,0.0991,0.0,0.262,0.437,127.075,"hip hop, pop",False,0
One Direction,What Makes You Beautiful,199986,2012,1,0.726,0.787,4,-2.494,1,0.0737,0.009,0.0,0.0596,0.888,124.99,pop,False,0
Lana Del Rey,Born To Die,286253,2012,0,0.18,0.636,4,-6.591,0,0.0439,0.209,0.000133,0.217,0.39,75.223,pop,False,0
Kesha,C'Mon,214333,2012,0,0.558,0.781,1,-5.448,0,0.0963,0.00657,0.00144,0.102,0.286,126.025,"pop, Dance/Electronic",False,0
Owl City,Good Time,205933,2012,1,0.56,0.872,3,-4.269,1,0.14,0.0239,6.98e-06,0.371,0.682,126.05,"rock, pop",False,0
Calvin Harris,We'll Be Coming Back (feat. Example),234360,2012,1,0.596,0.952,7,-4.364,1,0.0873,0.00131,0.0,0.598,0.571,127.945,"hip hop, pop, Dance/Electronic",False,0
Emeli Sandé,"Read All About It, Pt. III",283706,2012,1,0.63,0.44,2,-7.186,1,0.0249,0.822,3.87e-06,0.0926,0.343,98.082,"pop, R&B",False,0
Ellie Goulding,Lights - Single Version,210853,2010,1,0.682,0.795,8,-6.17,0,0.0367,0.0297,0.0391,0.131,0.78,120.008,"pop, rock, Dance/Electronic",False,0
Train,Drive By,195973,2012,1,0.765,0.837,1,-3.113,0,0.032,0.00107,1.06e-05,0.0801,0.721,122.028,pop,False,0
Disclosure,Latch,255631,2013,1,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,"pop, Dance/Electronic",False,0
Coldplay,Princess of China,239215,2011,1,0.42,0.69,9,-6.221,0,0.0347,0.00385,0.015,0.287,0.237,85.014,"rock, pop",False,0
One Direction,Live While We're Young,200186,2012,0,0.658,0.837,2,-2.063,1,0.0543,0.0629,0.0,0.0969,0.936,126.015,pop,False,0
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,2011,1,0.716,0.838,10,-4.289,1,0.0513,0.134,0.0,0.148,0.646,130.034,"hip hop, pop",True,1
Carrie Underwood,Blown Away,240133,2012,1,0.531,0.843,9,-2.569,0,0.0429,0.0909,0.0,0.0283,0.392,136.991,"pop, country",False,0
alt-J,Breezeblocks,227080,2012,1,0.616,0.656,5,-7.298,1,0.0344,0.096,0.000879,0.205,0.286,150.071,rock,False,0
Chris Brown,Don't Wake Me Up,222306,2012,1,0.602,0.691,7,-5.197,0,0.051,0.0548,0.0,0.144,0.206,127.967,"hip hop, pop, R&B",False,0
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,2011,1,0.562,0.939,0,-4.282,1,0.0475,0.046,0.0,0.112,0.684,116.044,"pop, R&B",False,0
Drake,The Motto,181573,2011,1,0.766,0.442,1,-8.558,1,0.356,0.000107,6.12e-05,0.111,0.39,201.8,"hip hop, pop, R&B",True,1
Katy Perry,Wide Awake,220946,2012,1,0.514,0.683,5,-5.099,1,0.0367,0.0749,2.64e-06,0.392,0.575,159.814,pop,False,0
Rita Ora,How We Do (Party),247026,2012,0,0.738,0.922,7,-3.94,1,0.0833,0.0034,0.0,0.0986,0.689,116.024,"hip hop, pop, Dance/Electronic",True,1
Rudimental,Feel the Love (feat. John Newman),245186,2013,1,0.389,0.706,1,-6.849,1,0.0593,0.0026,0.000182,0.686,0.238,179.911,"pop, Dance/Electronic",False,0
Lana Del Rey,Ride,289080,2012,1,0.373,0.686,0,-5.52,1,0.034,0.128,1.96e-06,0.383,0.189,93.763,pop,True,1
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,2012,1,0.658,0.677,5,-6.628,1,0.0393,0.248,0.0,0.368,0.248,124.91,"pop, R&B",False,0
Demi Lovato,Give Your Heart a Break,205346,2011,1,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,pop,False,0
Drake,Take Care,277386,2011,1,0.629,0.515,0,-10.358,0,0.265,0.0267,1.22e-05,0.0888,0.299,121.845,"hip hop, pop, R&B",True,1
Little Mix,Wings,219733,2012,0,0.738,0.875,7,-3.141,1,0.127,0.000673,0.000556,0.285,0.538,114.962,pop,False,0
Bruno Mars,It Will Rain,257720,2011,1,0.576,0.835,2,-6.826,1,0.0486,0.337,0.0,0.082,0.476,150.017,pop,False,0
Cher Lloyd,Want U Back,214013,2011,1,0.696,0.893,9,-2.963,1,0.076,0.0662,0.0,0.473,0.573,97.954,"pop, Dance/Electronic",False,0
Lorde,Royals,190185,2013,1,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,"pop, Dance/Electronic",False,0
Robin Thicke,Blurred Lines,263053,2013,1,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,"pop, R&B",False,0
Imagine Dragons,Radioactive,186813,2012,1,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,rock,False,0
Avicii,Wake Me Up,247426,2013,0,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,"pop, Dance/Electronic",False,0
Bruno Mars,Locked out of Heaven,233478,2012,1,0.726,0.698,5,-4.165,1,0.0431,0.049,0.0,0.309,0.867,143.994,pop,False,0
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,2012,0,0.781,0.526,6,-6.985,0,0.293,0.0619,0.0,0.0457,0.662,94.992,"hip hop, pop",True,1
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,2013,1,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,"hip hop, Dance/Electronic",False,0
will.i.am,Scream & Shout,283400,2013,1,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,"hip hop, pop",True,1
Stromae,Papaoutai,232146,2013,0,0.733,0.818,10,-7.222,0,0.0859,0.0241,0.0,0.0636,0.253,116.019,pop,False,0
Bingo Players,Get Up (Rattle) - Vocal Edit,166933,2013,0,0.801,0.985,7,-2.69,1,0.0645,0.0205,6.86e-06,0.296,0.722,127.99,"pop, Dance/Electronic",False,0
Naughty Boy,La La La,220779,2013,1,0.754,0.677,6,-4.399,0,0.0316,0.112,0.0,0.111,0.254,124.988,Dance/Electronic,False,0
Tom Odell,Another Love,244360,2013,1,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,pop,True,1
2 Chainz,We Own It (Fast & Furious),227906,2013,1,0.563,0.902,1,-4.586,0,0.402,0.0545,0.0,0.0524,0.559,171.999,"hip hop, pop",False,0
David Guetta,Play Hard (feat. Ne-Yo & Akon),201000,2012,1,0.691,0.921,8,-1.702,0,0.0533,0.173,0.0,0.331,0.8,130.072,"hip hop, pop, Dance/Electronic",False,0
Pitbull,Feel This Moment (feat. Christina Aguilera),229506,2012,1,0.673,0.758,7,-3.632,1,0.158,0.039,0.0,0.341,0.542,135.956,"hip hop, pop, latin",False,0
will.i.am,#thatPOWER,279506,2013,1,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,"hip hop, pop",False,0
Lil Wayne,Love Me,255053,2013,1,0.669,0.634,11,-6.476,1,0.0327,0.0125,0.0,0.0946,0.496,124.906,"hip hop, pop",True,1
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258342,2012,1,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,"hip hop, pop",False,0
Martin Garrix,Animals - Radio Edit,176117,2013,0,0.593,0.914,1,-5.351,1,0.0363,0.00137,0.445,0.0714,0.0381,128.015,"pop, Dance/Electronic",False,0
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2013,1,0.76,0.652,6,-7.321,1,0.232,0.0348,0.0,0.307,0.759,100.315,"hip hop, pop",True,1
John Newman,Love Me Again,239894,2013,1,0.495,0.894,2,-4.814,0,0.0441,0.00453,0.000596,0.103,0.213,126.03,set(),False,0
Britney Spears,Work B**ch,247853,2013,0,0.63,0.816,9,-6.535,1,0.15,0.124,0.00111,0.0616,0.85,128.012,pop,True,1
The Neighbourhood,Sweater Weather,240400,2013,1,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,"rock, pop",False,0
Sebastian Ingrosso,Reload - Radio Edit,221272,2013,1,0.485,0.724,9,-4.633,0,0.0521,0.0736,0.0,0.0631,0.433,128.045,"pop, Dance/Electronic",False,0
Capital Cities,Safe And Sound,192693,2013,0,0.652,0.783,0,-4.829,1,0.0309,0.000189,0.0173,0.0889,0.836,117.952,pop,False,0
Demi Lovato,Heart Attack,210840,2013,1,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,pop,False,0
